Frame, FPS, Frame Time
1, 50, 0.02
2, 50, 0.02
3, 3, 0.3333333
4, 5.555861, 0.1799901
5, 84.86011, 0.0117841
6, 98.00943, 0.0102031
7, 71.78648, 0.0139302
8, 72.13186, 0.0138635
9, 72.73257, 0.013749
10, 72.15528, 0.013859
11, 70.98038, 0.0140884
12, 72.63905, 0.0137667
13, 71.0303, 0.0140785
14, 72.28254, 0.0138346
15, 72.68076, 0.0137588
16, 70.25876, 0.0142331
17, 71.9352, 0.0139014
18, 73.62849, 0.0135817
19, 72.24755, 0.0138413
20, 71.22761, 0.0140395
21, 72.04663, 0.0138799
22, 71.46839, 0.0139922
23, 71.85818, 0.0139163
24, 71.73602, 0.01394
25, 69.72479, 0.0143421
26, 70.25975, 0.0142329
27, 73.48727, 0.0136078
28, 18.09283, 0.0552705
29, 67.81224, 0.0147466
30, 76.49705, 0.0130724
31, 71.7355, 0.0139401
32, 71.90726, 0.0139068
33, 72.11157, 0.0138674
34, 71.1015, 0.0140644
35, 71.52155, 0.0139818
36, 72.79874, 0.0137365
37, 71.40919, 0.0140038
38, 72.01913, 0.0138852
39, 72.23868, 0.013843
40, 71.35925, 0.0140136
41, 71.61324, 0.0139639
42, 35.98313, 0.0277908
43, 71.04846, 0.0140749
44, 72.40501, 0.0138112
45, 71.3995, 0.0140057
46, 71.81999, 0.0139237
47, 71.46328, 0.0139932
48, 72.35785, 0.0138202
49, 71.84166, 0.0139195
50, 71.75609, 0.0139361
51, 71.65839, 0.0139551
52, 49.97976, 0.0200081
53, 69.62576, 0.0143625
54, 14.54662, 0.0687445
55, 83.58269, 0.0119642
56, 75.08691, 0.0133179
57, 17.75603, 0.0563189
58, 63.65129, 0.0157106
59, 67.95786, 0.014715
60, 70.94664, 0.0140951
61, 70.1341, 0.0142584
62, 70.97534, 0.0140894
63, 70.64941, 0.0141544
64, 71.00356, 0.0140838
65, 71.23116, 0.0140388
66, 70.67138, 0.01415
67, 71.31294, 0.0140227
68, 72.76591, 0.0137427
69, 70.98794, 0.0140869
70, 69.77734, 0.0143313
71, 71.5016, 0.0139857
72, 71.85973, 0.013916
73, 71.6512, 0.0139565
74, 72.77068, 0.0137418
75, 71.09948, 0.0140648
76, 73.78277, 0.0135533
77, 70.40766, 0.014203
78, 70.71786, 0.0141407
79, 73.01295, 0.0136962
80, 70.83356, 0.0141176
81, 36.583, 0.0273351
82, 69.86411, 0.0143135
83, 71.77875, 0.0139317
84, 73.05936, 0.0136875
85, 70.91293, 0.0141018
86, 72.1381, 0.0138623
87, 71.55225, 0.0139758
88, 71.88039, 0.013912
89, 70.18037, 0.014249
90, 71.25095, 0.0140349
91, 71.16931, 0.014051
