Frame, FPS, Frame Time
1, 50, 0.02
2, 50, 0.02
3, 3, 0.3333333
4, 5.293293, 0.1889183
5, 20.65881, 0.0484055
6, 116.9905, 0.0085477
7, 71.45103, 0.0139956
8, 76.81495, 0.0130183
9, 66.16382, 0.015114
10, 76.15102, 0.0131318
11, 71.91917, 0.0139045
12, 71.6435, 0.013958
13, 71.68973, 0.013949
14, 73.11973, 0.0136762
15, 72.10013, 0.0138696
16, 73.72674, 0.0135636
17, 69.79926, 0.0143268
18, 72.30658, 0.01383
19, 72.9033, 0.0137168
20, 71.95229, 0.0138981
21, 71.82515, 0.0139227
22, 72.33534, 0.0138245
23, 70.97534, 0.0140894
24, 71.54765, 0.0139767
25, 73.29874, 0.0136428
26, 23.65078, 0.0422819
27, 73.28799, 0.0136448
28, 72.9352, 0.0137108
29, 72.21051, 0.0138484
30, 71.65736, 0.0139553
31, 71.96004, 0.0138966
32, 72.04404, 0.0138804
33, 70.09232, 0.0142669
34, 73.53482, 0.013599
35, 71.58606, 0.0139692
36, 71.1688, 0.0140511
37, 71.61221, 0.0139641
38, 72.01498, 0.013886
39, 72.24181, 0.0138424
40, 72.12197, 0.0138654
41, 71.35365, 0.0140147
42, 71.44133, 0.0139975
43, 35.91064, 0.0278469
44, 70.53281, 0.0141778
45, 73.70881, 0.0135669
46, 71.04694, 0.0140752
47, 52.41722, 0.0190777
48, 67.41906, 0.0148326
49, 14.88769, 0.0671696
50, 68.38261, 0.0146236
51, 75.09029, 0.0133173
52, 69.41745, 0.0144056
53, 68.16493, 0.0146703
54, 67.28524, 0.0148621
55, 72.20998, 0.0138485
56, 68.72238, 0.0145513
57, 23.88094, 0.0418744
58, 66.87979, 0.0149522
59, 69.15533, 0.0144602
60, 73.88963, 0.0135337
61, 70.49502, 0.0141854
62, 72.25433, 0.01384
63, 71.80916, 0.0139258
64, 71.32616, 0.0140201
65, 69.63206, 0.0143612
66, 72.2653, 0.0138379
67, 72.10065, 0.0138695
68, 61.41261, 0.0162833
69, 86.30436, 0.0115869
70, 68.92131, 0.0145093
71, 72.34476, 0.0138227
72, 73.46945, 0.0136111
73, 72.95223, 0.0137076
74, 71.29718, 0.0140258
75, 71.35722, 0.014014
76, 72.99057, 0.0137004
77, 69.86509, 0.0143133
78, 71.9528, 0.013898
79, 73.57594, 0.0135914
80, 35.68765, 0.0280209
81, 71.55788, 0.0139747
82, 62.02666, 0.0161221
83, 86.48649, 0.0115625
84, 71.17184, 0.0140505
85, 71.81329, 0.013925
86, 72.53683, 0.0137861
87, 68.97122, 0.0144988
88, 57.1347, 0.0175025
89, 65.91653, 0.0151707
90, 114.1292, 0.008762
91, 71.38982, 0.0140076
