Frame, FPS, Frame Time
1, 50, 0.02
2, 50, 0.02
3, 3, 0.3333333
4, 9.005026, 0.1110491
5, 102.4811, 0.0097579
6, 218.5315, 0.004576
7, 235.427, 0.0042476
8, 198.0198, 0.00505
9, 237.9253, 0.004203
10, 212.8611, 0.0046979
11, 205.4021, 0.0048685
12, 204.5157, 0.0048896
13, 210.0796, 0.0047601
14, 235.1724, 0.0042522
15, 214.6936, 0.0046578
16, 241.2836, 0.0041445
17, 206.7696, 0.0048363
18, 269.5854, 0.0037094
19, 247.8622, 0.0040345
20, 248.3238, 0.004027
21, 233.16, 0.0042889
22, 255.8264, 0.0039089
23, 244.7082, 0.0040865
24, 267.8595, 0.0037333
25, 229.342, 0.0043603
26, 199.5968, 0.0050101
27, 232.3042, 0.0043047
28, 239.6128, 0.0041734
29, 245.8029, 0.0040683
30, 231.7121, 0.0043157
31, 237.4902, 0.0042107
32, 218.7801, 0.0045708
33, 223.7787, 0.0044687
34, 253.5047, 0.0039447
35, 243.1552, 0.0041126
36, 231.0376, 0.0043283
37, 217.311, 0.0046017
38, 251.68, 0.0039733
39, 269.4764, 0.0037109
40, 243.3268, 0.0041097
41, 223.0052, 0.0044842
42, 262.0064, 0.0038167
43, 259.4572, 0.0038542
44, 197.449, 0.0050646
45, 225.5707, 0.0044332
46, 243.2025, 0.0041118
47, 259.5515, 0.0038528
48, 208.2422, 0.0048021
49, 247.5983, 0.0040388
50, 232.6447, 0.0042984
51, 266.3045, 0.0037551
52, 239.9117, 0.0041682
53, 234.0002, 0.0042735
54, 236.0105, 0.0042371
55, 257.3141, 0.0038863
56, 249.2833, 0.0040115
57, 246.3479, 0.0040593
58, 263.9915, 0.003788
59, 211.2646, 0.0047334
60, 262.605, 0.003808
61, 244.96, 0.0040823
62, 242.4948, 0.0041238
63, 259.437, 0.0038545
64, 229.0374, 0.0043661
65, 195.9516, 0.0051033
66, 258.3779, 0.0038703
67, 228.5401, 0.0043756
68, 194.1635, 0.0051503
69, 207.6024, 0.0048169
70, 218.0359, 0.0045864
71, 224.5022, 0.0044543
72, 218.8567, 0.0045692
73, 243.6054, 0.004105
74, 240.784, 0.0041531
75, 244.1049, 0.0040966
76, 243.5697, 0.0041056
77, 209.5513, 0.0047721
78, 15.90609, 0.062869
79, 228.8801, 0.0043691
80, 258.2645, 0.003872
81, 254.5112, 0.0039291
82, 234.4556, 0.0042652
83, 254.998, 0.0039216
84, 230.6699, 0.0043352
85, 259.4841, 0.0038538
86, 234.8521, 0.004258
87, 255.7872, 0.0039095
88, 216.4315, 0.0046204
89, 227.3296, 0.0043989
90, 196.5254, 0.0050884
91, 234.4226, 0.0042658
92, 236.1387, 0.0042348
