Frame, FPS, Frame Time
1, 50, 0.02
2, 50, 0.02
3, 3, 0.3333333
4, 5.304547, 0.1885175
5, 20.52533, 0.0487203
6, 132.6946, 0.0075361
7, 73.44463, 0.0136157
8, 71.99632, 0.0138896
9, 73.66374, 0.0135752
10, 71.79111, 0.0139293
11, 72.24702, 0.0138414
12, 71.06765, 0.0140711
13, 69.47436, 0.0143938
14, 73.51698, 0.0136023
15, 73.04709, 0.0136898
16, 71.868, 0.0139144
17, 73.03055, 0.0136929
18, 73.13203, 0.0136739
19, 71.75145, 0.013937
20, 71.66096, 0.0139546
21, 71.8071, 0.0139262
22, 71.80761, 0.0139261
23, 72.18288, 0.0138537
24, 23.83495, 0.0419552
25, 70.97887, 0.0140887
26, 73.48618, 0.013608
27, 71.94711, 0.0138991
28, 70.69886, 0.0141445
29, 72.34425, 0.0138228
30, 71.45205, 0.0139954
31, 72.72516, 0.0137504
32, 71.13792, 0.0140572
33, 72.44749, 0.0138031
34, 71.74734, 0.0139378
35, 71.2403, 0.014037
36, 72.28306, 0.0138345
37, 72.21155, 0.0138482
38, 71.28041, 0.0140291
39, 72.43018, 0.0138064
40, 35.74876, 0.027973
41, 72.30449, 0.0138304
42, 71.69178, 0.0139486
43, 71.26872, 0.0140314
44, 72.51947, 0.0137894
45, 71.00558, 0.0140834
46, 72.36047, 0.0138197
47, 71.92537, 0.0139033
48, 54.57592, 0.0183231
49, 67.73508, 0.0147634
50, 14.69221, 0.0680633
51, 65.58022, 0.0152485
52, 75.28419, 0.013283
53, 67.42315, 0.0148317
54, 23.89715, 0.041846
55, 57.59639, 0.0173622
56, 83.63092, 0.0119573
57, 68.45049, 0.0146091
58, 72.38456, 0.0138151
59, 70.89182, 0.014106
60, 71.68613, 0.0139497
61, 69.36497, 0.0144165
62, 73.24022, 0.0136537
63, 69.42516, 0.014404
64, 72.14227, 0.0138615
65, 71.89331, 0.0139095
66, 72.24911, 0.013841
67, 71.47861, 0.0139902
68, 71.02575, 0.0140794
69, 71.31193, 0.0140229
70, 63.39747, 0.0157735
71, 81.67866, 0.0122431
72, 72.27522, 0.013836
73, 71.20123, 0.0140447
74, 72.28358, 0.0138344
75, 71.93054, 0.0139023
76, 71.63734, 0.0139592
77, 70.87072, 0.0141102
78, 36.1465, 0.0276652
79, 71.49547, 0.0139869
80, 71.83908, 0.01392
81, 71.67534, 0.0139518
82, 70.32151, 0.0142204
83, 72.74844, 0.013746
84, 63.04972, 0.0158605
85, 83.60995, 0.0119603
86, 71.30634, 0.014024
87, 72.4412, 0.0138043
88, 70.76189, 0.0141319
89, 71.5016, 0.0139857
90, 71.41837, 0.014002
91, 71.24537, 0.014036
92, 72.96181, 0.0137058
