Frame, FPS, Frame Time
1, Infinity, 0
2, Infinity, 0
3, 50, 0.02
4, 16.56512, 0.0603678
5, 16.24002, 0.0615763
6, 74.73785, 0.0133801
7, 71.90262, 0.0139077
8, 71.37402, 0.0140107
9, 71.52155, 0.0139818
10, 72.73257, 0.013749
11, 72.96607, 0.013705
12, 71.22964, 0.0140391
13, 71.34703, 0.014016
14, 73.00496, 0.0136977
15, 70.62097, 0.0141601
16, 72.38247, 0.0138155
17, 17.91293, 0.0558256
18, 72.06999, 0.0138754
19, 71.40919, 0.0140038
20, 73.09995, 0.0136799
21, 71.11768, 0.0140612
22, 72.74791, 0.0137461
23, 71.57838, 0.0139707
24, 71.38217, 0.0140091
25, 72.7606, 0.0137437
26, 72.1558, 0.0138589
27, 70.90639, 0.0141031
28, 72.65382, 0.0137639
29, 71.71697, 0.0139437
30, 71.74116, 0.013939
31, 71.29617, 0.014026
32, 72.06324, 0.0138767
33, 70.72385, 0.0141395
34, 73.56458, 0.0135935
35, 71.96471, 0.0138957
36, 71.54509, 0.0139772
37, 71.83083, 0.0139216
38, 71.57632, 0.0139711
39, 71.0192, 0.0140807
40, 73.18019, 0.0136649
41, 71.66404, 0.013954
42, 71.55891, 0.0139745
43, 71.14349, 0.0140561
44, 72.61795, 0.0137707
45, 71.3338, 0.0140186
46, 72.59739, 0.0137746
47, 71.67482, 0.0139519
48, 71.71749, 0.0139436
49, 4.681823, 0.213592
50, 65.92132, 0.0151696
51, 14.90933, 0.0670721
52, 67.27121, 0.0148652
53, 77.13371, 0.0129645
54, 68.63512, 0.0145698
55, 65.98962, 0.0151539
56, 69.72334, 0.0143424
57, 35.81777, 0.0279191
58, 69.14577, 0.0144622
59, 70.0599, 0.0142735
60, 71.53383, 0.0139794
61, 68.02814, 0.0146998
62, 74.19664, 0.0134777
63, 71.03736, 0.0140771
64, 71.02777, 0.014079
65, 70.97333, 0.0140898
66, 71.89693, 0.0139088
67, 71.95021, 0.0138985
68, 71.08432, 0.0140678
69, 72.52789, 0.0137878
70, 70.77892, 0.0141285
71, 70.22521, 0.0142399
72, 72.94265, 0.0137094
73, 71.24385, 0.0140363
74, 72.48373, 0.0137962
75, 71.21746, 0.0140415
76, 72.76273, 0.0137433
77, 71.03837, 0.0140769
78, 72.06065, 0.0138772
79, 71.96056, 0.0138965
80, 72.72992, 0.0137495
81, 63.41878, 0.0157682
82, 82.39947, 0.012136
83, 71.15209, 0.0140544
84, 72.41235, 0.0138098
85, 71.58247, 0.0139699
86, 71.44745, 0.0139963
87, 71.74837, 0.0139376
88, 71.24181, 0.0140367
89, 71.82412, 0.0139229
90, 71.12376, 0.01406
91, 72.27836, 0.0138354
92, 35.78138, 0.0279475
93, 68.98264, 0.0144964
94, 74.37045, 0.0134462
95, 72.0674, 0.0138759
96, 71.75197, 0.0139369
97, 71.39746, 0.0140061
98, 71.8334, 0.0139211
99, 72.59106, 0.0137758
100, 71.75145, 0.013937
101, 71.22659, 0.0140397
102, 71.6394, 0.0139588
103, 68.9755, 0.0144979
104, 71.60503, 0.0139655
105, 71.87367, 0.0139133
106, 70.56864, 0.0141706
107, 75.12923, 0.0133104
108, 70.00497, 0.0142847
109, 74.62241, 0.0134008
110, 67.92878, 0.0147213
111, 70.99953, 0.0140846
112, 73.24076, 0.0136536
113, 74.93331, 0.0133452
114, 71.84269, 0.0139193
115, 72.17819, 0.0138546
116, 71.57274, 0.0139718
117, 71.93106, 0.0139022
118, 71.32006, 0.0140213
119, 71.99372, 0.0138901
120, 72.28933, 0.0138333
121, 71.41837, 0.014002
122, 72.11521, 0.0138667
123, 71.85198, 0.0139175
124, 68.49409, 0.0145998
125, 74.55399, 0.0134131
126, 72.84011, 0.0137287
127, 68.66576, 0.0145633
128, 72.2439, 0.013842
129, 70.87022, 0.0141103
130, 71.53127, 0.0139799
131, 70.39973, 0.0142046
132, 74.35165, 0.0134496
133, 71.46839, 0.0139922
134, 72.20008, 0.0138504
135, 71.44235, 0.0139973
136, 71.40919, 0.0140038
137, 70.35614, 0.0142134
138, 73.99076, 0.0135152
139, 71.89331, 0.0139095
140, 71.43214, 0.0139993
141, 70.49253, 0.0141859
142, 72.42178, 0.013808
143, 70.10951, 0.0142634
144, 73.72837, 0.0135633
145, 70.66589, 0.0141511
146, 73.24558, 0.0136527
147, 70.43841, 0.0141968
148, 76.20847, 0.0131219
149, 72.02431, 0.0138842
150, 70.60402, 0.0141635
151, 72.70242, 0.0137547
152, 71.20935, 0.0140431
153, 69.50864, 0.0143867
154, 72.40501, 0.0138112
155, 67.66496, 0.0147787
156, 77.232, 0.012948
157, 73.65994, 0.0135759
158, 71.86696, 0.0139146
159, 71.33228, 0.0140189
160, 72.79451, 0.0137373
161, 70.26666, 0.0142315
162, 73.13898, 0.0136726
163, 71.25806, 0.0140335
164, 71.85302, 0.0139173
165, 72.48215, 0.0137965
166, 69.97558, 0.0142907
167, 71.22507, 0.01404
168, 74.87664, 0.0133553
169, 71.0919, 0.0140663
170, 72.05338, 0.0138786
171, 72.14122, 0.0138617
172, 71.55635, 0.013975
173, 71.31752, 0.0140218
174, 72.51316, 0.0137906
175, 71.08584, 0.0140675
176, 72.64169, 0.0137662
177, 71.14805, 0.0140552
178, 71.75815, 0.0139357
179, 70.3804, 0.0142085
180, 73.41821, 0.0136206
181, 71.39134, 0.0140073
182, 72.59106, 0.0137758
183, 71.53946, 0.0139783
184, 71.85198, 0.0139175
185, 70.72836, 0.0141386
186, 72.87673, 0.0137218
