Frame, FPS, Frame Time
1, 50, 0.02
2, 50, 0.02
3, 3, 0.3333333
4, 5.199264, 0.1923349
5, 24.08107, 0.0415264
6, 67.72728, 0.0147651
7, 72.60107, 0.0137739
8, 72.16621, 0.0138569
9, 71.08634, 0.0140674
10, 71.35925, 0.0140136
11, 72.28515, 0.0138341
12, 71.83031, 0.0139217
13, 72.1683, 0.0138565
14, 35.77497, 0.0279525
15, 72.05182, 0.0138789
16, 72.71881, 0.0137516
17, 71.27736, 0.0140297
18, 72.04092, 0.013881
19, 71.31599, 0.0140221
20, 72.9895, 0.0137006
21, 71.98802, 0.0138912
22, 71.16982, 0.0140509
23, 71.08685, 0.0140673
24, 72.64011, 0.0137665
25, 72.4454, 0.0138035
26, 71.5835, 0.0139697
27, 71.81071, 0.0139255
28, 70.18332, 0.0142484
29, 73.57594, 0.0135914
30, 71.69949, 0.0139471
31, 71.67534, 0.0139518
32, 72.02898, 0.0138833
33, 16.92242, 0.0590932
34, 72.88736, 0.0137198
35, 71.49751, 0.0139865
36, 73.01881, 0.0136951
37, 55.20043, 0.0181158
38, 28.87353, 0.0346338
39, 71.40358, 0.0140049
40, 71.90675, 0.0139069
41, 71.80142, 0.0139273
42, 46.89618, 0.0213237
43, 80.52632, 0.0124183
44, 69.54103, 0.01438
45, 12.27616, 0.0814587
46, 70.8662, 0.0141111
47, 76.1748, 0.0131277
48, 67.0439, 0.0149156
49, 35.80918, 0.0279258
50, 66.35964, 0.0150694
51, 55.30056, 0.018083
52, 94.45368, 0.0105872
53, 71.01869, 0.0140808
54, 70.84561, 0.0141152
55, 70.98341, 0.0140878
56, 69.84655, 0.0143171
57, 71.5057, 0.0139849
58, 70.80548, 0.0141232
59, 73.00069, 0.0136985
60, 70.21486, 0.014242
61, 72.40815, 0.0138106
62, 69.74133, 0.0143387
63, 70.10607, 0.0142641
64, 71.3944, 0.0140067
65, 73.02308, 0.0136943
66, 72.67918, 0.0137591
67, 71.02575, 0.0140794
68, 70.99046, 0.0140864
69, 70.85013, 0.0141143
70, 73.12668, 0.0136749
71, 73.94645, 0.0135233
72, 74.34779, 0.0134503
73, 70.94614, 0.0140952
74, 71.9932, 0.0138902
75, 71.45613, 0.0139946
76, 71.67688, 0.0139515
77, 71.44235, 0.0139973
78, 35.89826, 0.0278565
79, 69.54199, 0.0143798
80, 73.45325, 0.0136141
81, 71.76381, 0.0139346
82, 71.61579, 0.0139634
83, 71.75352, 0.0139366
84, 70.42998, 0.0141985
85, 71.63221, 0.0139602
86, 71.62914, 0.0139608
87, 71.58401, 0.0139696
88, 71.67945, 0.013951
89, 72.10533, 0.0138686
90, 71.08988, 0.0140667
91, 71.19515, 0.0140459
