Frame, FPS, Frame Time
1, 50, 0.02
2, 50, 0.02
3, 3, 0.3333333
4, 5.732577, 0.1744416
5, 18.35418, 0.0544835
6, 56.26955, 0.0177716
7, 74.75797, 0.0133765
8, 70.0236, 0.0142809
9, 73.56944, 0.0135926
10, 72.17194, 0.0138558
11, 71.71955, 0.0139432
12, 71.42092, 0.0140015
13, 71.45, 0.0139958
14, 72.83162, 0.0137303
15, 35.71722, 0.0279977
16, 71.40766, 0.0140041
17, 72.09077, 0.0138714
18, 71.8773, 0.0139126
19, 72.71141, 0.013753
20, 71.77514, 0.0139324
21, 71.55943, 0.0139744
22, 70.29531, 0.0142257
23, 29.66901, 0.0337052
24, 69.59184, 0.0143695
25, 105.7105, 0.0094598
26, 85.37959, 0.0117124
27, 70.75388, 0.0141335
28, 70.89031, 0.0141063
29, 73.21448, 0.0136585
30, 72.32174, 0.0138271
31, 69.54926, 0.0143783
32, 73.49753, 0.0136059
33, 17.04155, 0.0586801
34, 70.61598, 0.0141611
35, 71.7736, 0.0139327
36, 72.21677, 0.0138472
37, 46.17722, 0.0216557
38, 45.99541, 0.0217413
39, 109.4607, 0.0091357
40, 72.07831, 0.0138738
41, 49.13401, 0.0203525
42, 135.0932, 0.0074023
43, 48.06121, 0.0208068
44, 77.30664, 0.0129355
45, 12.14946, 0.0823082
46, 71.61067, 0.0139644
47, 77.21233, 0.0129513
48, 70.43444, 0.0141976
49, 68.90041, 0.0145137
50, 68.91798, 0.01451
51, 70.52087, 0.0141802
52, 35.45031, 0.0282085
53, 69.76517, 0.0143338
54, 69.20319, 0.0144502
55, 69.82265, 0.014322
56, 71.74425, 0.0139384
57, 71.67996, 0.0139509
58, 70.42699, 0.0141991
59, 71.82773, 0.0139222
60, 69.4705, 0.0143946
61, 71.28905, 0.0140274
62, 72.99856, 0.0136989
63, 70.94916, 0.0140946
64, 71.50467, 0.0139851
65, 55.32626, 0.0180746
66, 101.0264, 0.0098984
67, 72.53841, 0.0137858
68, 69.33082, 0.0144236
69, 73.45596, 0.0136136
70, 73.28208, 0.0136459
71, 72.81359, 0.0137337
72, 74.1136, 0.0134928
73, 71.34754, 0.0140159
74, 71.17691, 0.0140495
75, 71.64452, 0.0139578
76, 69.51734, 0.0143849
77, 72.28671, 0.0138338
78, 73.3595, 0.0136315
79, 35.81367, 0.0279223
80, 71.33176, 0.014019
81, 71.58196, 0.01397
82, 71.31651, 0.014022
83, 71.78802, 0.0139299
84, 70.76941, 0.0141304
85, 70.58308, 0.0141677
86, 72.30344, 0.0138306
87, 71.23827, 0.0140374
88, 72.59949, 0.0137742
89, 72.16361, 0.0138574
90, 71.43061, 0.0139996
91, 71.76793, 0.0139338
