Frame, FPS, Frame Time
1, 50, 0.02
2, 50, 0.02
3, 3, 0.3333333
4, 5.650713, 0.1769688
5, 38.40526, 0.0260381
6, 102.6262, 0.0097441
7, 70.0442, 0.0142767
8, 73.39234, 0.0136254
9, 72.66386, 0.013762
10, 70.54873, 0.0141746
11, 73.94207, 0.0135241
12, 70.3413, 0.0142164
13, 71.84888, 0.0139181
14, 73.36057, 0.0136313
15, 69.83484, 0.0143195
16, 72.51369, 0.0137905
17, 72.4811, 0.0137967
18, 72.40291, 0.0138116
19, 70.73637, 0.014137
20, 72.42703, 0.013807
21, 71.92744, 0.0139029
22, 72.12093, 0.0138656
23, 71.16982, 0.0140509
24, 72.58422, 0.0137771
25, 70.79897, 0.0141245
26, 72.73627, 0.0137483
27, 71.95642, 0.0138973
28, 71.61477, 0.0139636
29, 71.65531, 0.0139557
30, 23.96231, 0.0417322
31, 72.27314, 0.0138364
32, 72.03677, 0.0138818
33, 70.90237, 0.0141039
34, 71.59273, 0.0139679
35, 72.39243, 0.0138136
36, 71.36842, 0.0140118
37, 71.49598, 0.0139868
38, 72.54104, 0.0137853
39, 69.65632, 0.0143562
40, 74.98331, 0.0133363
41, 70.70736, 0.0141428
42, 72.51211, 0.0137908
43, 70.22669, 0.0142396
44, 70.99248, 0.014086
45, 70.47912, 0.0141886
46, 35.55657, 0.0281242
47, 77.02024, 0.0129836
48, 69.58797, 0.0143703
49, 71.01617, 0.0140813
50, 74.9614, 0.0133402
51, 72.33691, 0.0138242
52, 48.31735, 0.0206965
53, 66.02795, 0.0151451
54, 12.6222, 0.0792255
55, 67.11995, 0.0148987
56, 71.96989, 0.0138947
57, 51.5743, 0.0193895
58, 90.27633, 0.0110771
59, 17.53002, 0.057045
60, 71.42959, 0.0139998
61, 76.02193, 0.0131541
62, 69.92664, 0.0143007
63, 75.3063, 0.0132791
64, 67.78604, 0.0147523
65, 70.64292, 0.0141557
66, 73.80183, 0.0135498
67, 70.42699, 0.0141991
68, 71.14805, 0.0140552
69, 71.85457, 0.013917
70, 71.19009, 0.0140469
71, 71.79988, 0.0139276
72, 72.72305, 0.0137508
73, 69.71605, 0.0143439
74, 71.20073, 0.0140448
75, 73.58569, 0.0135896
76, 71.58965, 0.0139685
77, 67.1727, 0.014887
78, 76.77602, 0.0130249
79, 70.71686, 0.0141409
80, 72.66016, 0.0137627
81, 70.93959, 0.0140965
82, 35.4488, 0.0282097
83, 74.50177, 0.0134225
84, 77.48394, 0.0129059
85, 70.62296, 0.0141597
86, 70.47763, 0.0141889
87, 69.92616, 0.0143008
88, 71.46635, 0.0139926
89, 71.13438, 0.0140579
90, 73.17645, 0.0136656
91, 70.35713, 0.0142132
