Frame, FPS, Frame Time
1, 50, 0.02
2, 50, 0.02
3, 3, 0.3333333
4, 4.729807, 0.2114251
5, 23.25895, 0.0429942
6, 90.36771, 0.0110659
7, 74.31574, 0.0134561
8, 71.95021, 0.0138985
9, 72.18445, 0.0138534
10, 71.75352, 0.0139366
11, 71.12881, 0.014059
12, 73.21663, 0.0136581
13, 70.49651, 0.0141851
14, 71.79008, 0.0139295
15, 72.79345, 0.0137375
16, 70.9074, 0.0141029
17, 72.48163, 0.0137966
18, 72.74314, 0.013747
19, 71.57838, 0.0139707
20, 70.88328, 0.0141077
21, 72.25851, 0.0138392
22, 72.12614, 0.0138646
23, 72.26843, 0.0138373
24, 71.16222, 0.0140524
25, 71.96989, 0.0138947
26, 71.80503, 0.0139266
27, 71.78339, 0.0139308
28, 71.82979, 0.0139218
29, 22.87738, 0.0437113
30, 81.55941, 0.012261
31, 73.81926, 0.0135466
32, 71.88142, 0.0139118
33, 70.43692, 0.0141971
34, 73.2043, 0.0136604
35, 71.95332, 0.0138979
36, 72.24702, 0.0138414
37, 71.61836, 0.0139629
38, 71.70309, 0.0139464
39, 72.01238, 0.0138865
40, 71.44643, 0.0139965
41, 71.95021, 0.0138985
42, 71.20681, 0.0140436
43, 72.10065, 0.0138695
44, 71.39236, 0.0140071
45, 72.60424, 0.0137733
46, 71.30481, 0.0140243
47, 72.45012, 0.0138026
48, 35.67988, 0.028027
49, 72.15684, 0.0138587
50, 70.57611, 0.0141691
51, 52.53978, 0.0190332
52, 70.77592, 0.0141291
53, 14.56881, 0.0686398
54, 72.95489, 0.0137071
55, 74.03568, 0.013507
56, 71.09645, 0.0140654
57, 67.19798, 0.0148814
58, 70.43593, 0.0141973
59, 69.76031, 0.0143348
60, 67.93801, 0.0147193
61, 69.43432, 0.0144021
62, 70.18381, 0.0142483
63, 71.80452, 0.0139267
64, 17.41872, 0.0574095
65, 83.15524, 0.0120257
66, 71.47861, 0.0139902
67, 68.6601, 0.0145645
68, 68.95885, 0.0145014
69, 74.90861, 0.0133496
70, 75.37783, 0.0132665
71, 70.94815, 0.0140948
72, 70.83457, 0.0141174
73, 71.62246, 0.0139621
74, 70.13017, 0.0142592
75, 55.00792, 0.0181792
76, 53.56158, 0.0186701
77, 145.5668, 0.0068697
78, 91.10123, 0.0109768
79, 70.50346, 0.0141837
80, 71.59734, 0.013967
81, 71.3511, 0.0140152
82, 70.86871, 0.0141106
83, 71.19769, 0.0140454
84, 70.6569, 0.0141529
85, 72.67918, 0.0137591
86, 70.51093, 0.0141822
87, 70.60352, 0.0141636
88, 72.76485, 0.0137429
89, 72.47322, 0.0137982
90, 35.8378, 0.0279035
91, 70.39081, 0.0142064
