Frame, FPS, Frame Time
1, 50, 0.02
2, 50, 0.02
3, 3, 0.3333333
4, 5.312031, 0.1882519
5, 20.47376, 0.048843
6, 97.26492, 0.0102812
7, 70.3136, 0.014222
8, 74.17133, 0.0134823
9, 70.96124, 0.0140922
10, 72.58211, 0.0137775
11, 58.82215, 0.0170004
12, 71.38574, 0.0140084
13, 23.84063, 0.0419452
14, 59.35352, 0.0168482
15, 45.01949, 0.0222126
16, 76.28754, 0.0131083
17, 70.74738, 0.0141348
18, 72.54262, 0.013785
19, 71.75094, 0.0139371
20, 71.77051, 0.0139333
21, 71.45154, 0.0139955
22, 72.93361, 0.0137111
23, 70.14836, 0.0142555
24, 72.42021, 0.0138083
25, 72.74155, 0.0137473
26, 71.39695, 0.0140062
27, 71.25857, 0.0140334
28, 71.51388, 0.0139833
29, 72.14487, 0.013861
30, 72.38718, 0.0138146
31, 71.56864, 0.0139726
32, 71.5195, 0.0139822
33, 23.79162, 0.0420316
34, 73.00709, 0.0136973
35, 70.68886, 0.0141465
36, 72.97565, 0.0137032
37, 71.81792, 0.0139241
38, 72.09805, 0.01387
39, 71.57325, 0.0139717
40, 71.5456, 0.0139771
41, 72.14851, 0.0138603
42, 71.95021, 0.0138985
43, 71.45306, 0.0139952
44, 69.43191, 0.0144026
45, 74.64302, 0.0133971
46, 71.33939, 0.0140175
47, 71.89641, 0.0139089
48, 72.07883, 0.0138737
49, 48.68597, 0.0205398
50, 68.13474, 0.0146768
51, 10.2994, 0.097093
52, 26.35262, 0.0379469
53, 76.36678, 0.0130947
54, 69.42227, 0.0144046
55, 68.25053, 0.0146519
56, 69.85143, 0.0143161
57, 70.89935, 0.0141045
58, 69.4845, 0.0143917
59, 69.32169, 0.0144255
60, 70.57262, 0.0141698
61, 70.00399, 0.0142849
62, 69.06554, 0.014479
63, 72.17715, 0.0138548
64, 70.08592, 0.0142682
65, 71.10352, 0.014064
66, 69.74911, 0.0143371
67, 73.55051, 0.0135961
68, 71.61631, 0.0139633
69, 71.06765, 0.0140711
70, 71.7216, 0.0139428
71, 71.82825, 0.0139221
72, 76.37553, 0.0130932
73, 69.72868, 0.0143413
74, 69.90221, 0.0143057
75, 71.23674, 0.0140377
76, 71.41429, 0.0140028
77, 72.75161, 0.0137454
78, 73.21555, 0.0136583
79, 71.53075, 0.01398
80, 73.02948, 0.0136931
81, 71.15209, 0.0140544
82, 71.61734, 0.0139631
83, 35.97536, 0.0277968
84, 70.26271, 0.0142323
85, 71.80142, 0.0139273
86, 71.67842, 0.0139512
87, 71.25857, 0.0140334
88, 71.34194, 0.014017
89, 72.15528, 0.013859
90, 71.50314, 0.0139854
91, 71.78236, 0.013931
