Frame, FPS, Frame Time
1, 50, 0.02
2, 50, 0.02
3, 3, 0.3333333
4, 5.283803, 0.1892576
5, 20.70239, 0.0483036
6, 92.01833, 0.0108674
7, 70.4156, 0.0142014
8, 73.39288, 0.0136253
9, 72.03937, 0.0138813
10, 73.69685, 0.0135691
11, 71.28905, 0.0140274
12, 71.3104, 0.0140232
13, 35.41515, 0.0282365
14, 74.86207, 0.0133579
15, 71.82979, 0.0139218
16, 71.25248, 0.0140346
17, 72.38456, 0.0138151
18, 71.44643, 0.0139965
19, 71.89124, 0.0139099
20, 71.75866, 0.0139356
21, 71.60657, 0.0139652
22, 72.52736, 0.0137879
23, 71.67123, 0.0139526
24, 71.29718, 0.0140258
25, 71.46073, 0.0139937
26, 72.21989, 0.0138466
27, 72.46482, 0.0137998
28, 71.61324, 0.0139639
29, 72.198, 0.0138508
30, 71.32973, 0.0140194
31, 23.81038, 0.0419985
32, 69.17686, 0.0144557
33, 75.11794, 0.0133124
34, 72.50369, 0.0137924
35, 70.50645, 0.0141831
36, 72.32541, 0.0138264
37, 71.59939, 0.0139666
38, 71.87212, 0.0139136
39, 72.67442, 0.01376
40, 71.07068, 0.0140705
41, 71.32769, 0.0140198
42, 73.16573, 0.0136676
43, 70.48508, 0.0141874
44, 70.98995, 0.0140865
45, 74.49955, 0.0134229
46, 71.50058, 0.0139859
47, 66.24008, 0.0150966
48, 79.00703, 0.0126571
49, 46.68774, 0.0214189
50, 70.63594, 0.0141571
51, 9.141971, 0.1093856
52, 82.48511, 0.0121234
53, 75.7702, 0.0131978
54, 69.22188, 0.0144463
55, 65.87659, 0.0151799
56, 72.17506, 0.0138552
57, 70.21091, 0.0142428
58, 56.46464, 0.0177102
59, 71.14653, 0.0140555
60, 55.03214, 0.0181712
61, 142.2495, 0.0070299
62, 67.19662, 0.0148817
63, 73.38803, 0.0136262
64, 71.69024, 0.0139489
65, 71.56864, 0.0139726
66, 68.29202, 0.014643
67, 71.16121, 0.0140526
68, 72.27157, 0.0138367
69, 70.83006, 0.0141183
70, 72.07831, 0.0138738
71, 71.71132, 0.0139448
72, 72.19382, 0.0138516
73, 68.53587, 0.0145909
74, 74.25504, 0.0134671
75, 72.22355, 0.0138459
76, 75.02888, 0.0133282
77, 71.77721, 0.013932
78, 71.50877, 0.0139843
79, 69.95893, 0.0142941
80, 34.04742, 0.0293708
81, 57.07795, 0.0175199
82, 97.57811, 0.0102482
83, 73.97598, 0.0135179
84, 72.89108, 0.0137191
85, 72.36623, 0.0138186
86, 72.80563, 0.0137352
87, 72.29404, 0.0138324
88, 71.34347, 0.0140167
89, 71.79163, 0.0139292
90, 71.78133, 0.0139312
91, 72.31599, 0.0138282
