Frame, FPS, Frame Time
1, 50, 0.02
2, 50, 0.02
3, 3, 0.3333333
4, 6.848007, 0.1460279
5, 8.980861, 0.1113479
6, 54.41851, 0.0183761
7, 72.58316, 0.0137773
8, 69.72382, 0.0143423
9, 74.38097, 0.0134443
10, 70.52882, 0.0141786
11, 73.10423, 0.0136791
12, 72.10949, 0.0138678
13, 72.32122, 0.0138272
14, 72.35419, 0.0138209
15, 72.13446, 0.013863
16, 71.62503, 0.0139616
17, 71.38472, 0.0140086
18, 71.92072, 0.0139042
19, 71.16576, 0.0140517
20, 72.21051, 0.0138484
21, 72.35314, 0.0138211
22, 72.14955, 0.0138601
23, 71.61118, 0.0139643
24, 71.44847, 0.0139961
25, 71.80297, 0.013927
26, 72.07051, 0.0138753
27, 70.16264, 0.0142526
28, 74.24015, 0.0134698
29, 70.30124, 0.0142245
30, 72.52841, 0.0137877
31, 72.83215, 0.0137302
32, 23.84546, 0.0419367
33, 72.96554, 0.0137051
34, 71.33634, 0.0140181
35, 71.74476, 0.0139383
36, 72.62744, 0.0137689
37, 71.90365, 0.0139075
38, 71.944, 0.0138997
39, 69.95698, 0.0142945
40, 73.06737, 0.013686
41, 72.10378, 0.0138689
42, 71.72417, 0.0139423
43, 70.61498, 0.0141613
44, 71.52053, 0.013982
45, 72.22824, 0.013845
46, 70.20451, 0.0142441
47, 74.01541, 0.0135107
48, 70.19366, 0.0142463
49, 23.94928, 0.0417549
50, 73.41174, 0.0136218
51, 73.84489, 0.0135419
52, 72.1834, 0.0138536
53, 53.04702, 0.0188512
54, 68.74979, 0.0145455
55, 14.10829, 0.0708803
56, 66.98552, 0.0149286
57, 66.81991, 0.0149656
58, 104.259, 0.0095915
59, 69.19793, 0.0144513
60, 69.26263, 0.0144378
61, 67.06548, 0.0149108
62, 71.31396, 0.0140225
63, 72.23138, 0.0138444
64, 70.0442, 0.0142767
65, 23.58875, 0.0423931
66, 71.85095, 0.0139177
67, 70.46372, 0.0141917
68, 72.01498, 0.013886
69, 70.35218, 0.0142142
70, 72.66544, 0.0137617
71, 70.07169, 0.0142711
72, 72.06116, 0.0138771
73, 71.28244, 0.0140287
74, 72.52526, 0.0137883
75, 70.09526, 0.0142663
76, 71.63221, 0.0139602
77, 72.70084, 0.013755
78, 67.12671, 0.0148972
79, 74.98051, 0.0133368
80, 73.29927, 0.0136427
81, 72.24076, 0.0138426
82, 72.68498, 0.013758
83, 70.06137, 0.0142732
84, 73.19198, 0.0136627
85, 70.08691, 0.014268
86, 73.7387, 0.0135614
87, 71.05907, 0.0140728
88, 36.01255, 0.0277681
89, 72.04507, 0.0138802
90, 71.39236, 0.0140071
91, 71.7942, 0.0139287
