Frame, FPS, Frame Time
1, 50, 0.02
2, 50, 0.02
3, 3, 0.3333333
4, 4.598963, 0.2174403
5, 21.29341, 0.0469629
6, 99.34433, 0.010066
7, 71.43929, 0.0139979
8, 73.25095, 0.0136517
9, 72.04871, 0.0138795
10, 71.06109, 0.0140724
11, 70.87976, 0.0141084
12, 73.16145, 0.0136684
13, 72.28254, 0.0138346
14, 71.39542, 0.0140065
15, 71.29668, 0.0140259
16, 71.29159, 0.0140269
17, 72.52316, 0.0137887
18, 71.79833, 0.0139279
19, 73.22896, 0.0136558
20, 71.76896, 0.0139336
21, 71.74734, 0.0139378
22, 71.66199, 0.0139544
23, 23.67402, 0.0422404
24, 74.22637, 0.0134723
25, 72.12978, 0.0138639
26, 71.20276, 0.0140444
27, 71.42755, 0.0140002
28, 72.36204, 0.0138194
29, 72.05805, 0.0138777
30, 71.34093, 0.0140172
31, 72.40762, 0.0138107
32, 71.97144, 0.0138944
33, 70.75037, 0.0141342
34, 72.3898, 0.0138141
35, 71.8138, 0.0139249
36, 71.3338, 0.0140186
37, 71.70052, 0.0139469
38, 71.44541, 0.0139967
39, 36.10069, 0.0277003
40, 71.46073, 0.0139937
41, 72.83746, 0.0137292
42, 70.77943, 0.0141284
43, 71.28651, 0.0140279
44, 72.10221, 0.0138692
45, 71.93417, 0.0139016
46, 72.51526, 0.0137902
47, 70.68636, 0.014147
48, 73.21127, 0.0136591
49, 49.82288, 0.0200711
50, 64.44545, 0.015517
51, 10.66688, 0.0937481
52, 23.43831, 0.0426652
53, 70.40171, 0.0142042
54, 74.33617, 0.0134524
55, 24.51539, 0.0407907
56, 45.72934, 0.0218678
57, 77.5753, 0.0128907
58, 40.02658, 0.0249834
59, 73.41659, 0.0136209
60, 70.32299, 0.0142201
61, 73.32131, 0.0136386
62, 73.46297, 0.0136123
63, 70.50446, 0.0141835
64, 72.37408, 0.0138171
65, 66.64178, 0.0150056
66, 76.33355, 0.0131004
67, 74.08286, 0.0134984
68, 72.30344, 0.0138306
69, 69.68739, 0.0143498
70, 73.86179, 0.0135388
71, 70.77792, 0.0141287
72, 71.77154, 0.0139331
73, 35.72437, 0.0279921
74, 72.08038, 0.0138734
75, 74.04774, 0.0135048
76, 72.82897, 0.0137308
77, 71.26822, 0.0140315
78, 72.64802, 0.013765
79, 68.86862, 0.0145204
80, 74.75741, 0.0133766
81, 71.02626, 0.0140793
82, 71.56557, 0.0139732
83, 70.3225, 0.0142202
84, 73.11973, 0.0136762
85, 71.91968, 0.0139044
86, 71.95746, 0.0138971
87, 71.17033, 0.0140508
88, 71.01365, 0.0140818
89, 71.35619, 0.0140142
90, 71.04341, 0.0140759
91, 72.56525, 0.0137807
