Frame, FPS, Frame Time
62, 56.56749, 0.017678
63, 56.56749, 0.017678
64, 50, 0.02
65, 80.72589, 0.0123876
66, 62.79868, 0.0159239
67, 85.84206, 0.0116493
68, 80.84663, 0.0123691
69, 71.72572, 0.013942
70, 73.02255, 0.0136944
71, 64.25372, 0.0155633
72, 82.59412, 0.0121074
73, 70.41708, 0.0142011
74, 73.84489, 0.0135419
75, 65.48746, 0.0152701
76, 79.7569, 0.0125381
77, 69.8983, 0.0143065
78, 74.16637, 0.0134832
79, 64.57404, 0.0154861
80, 79.5583, 0.0125694
81, 74.06475, 0.0135017
82, 71.59888, 0.0139667
83, 71.72778, 0.0139416
84, 71.19363, 0.0140462
85, 72.3589, 0.01382
86, 70.80799, 0.0141227
87, 72.55999, 0.0137817
88, 71.66148, 0.0139545
89, 71.50519, 0.013985
90, 71.08482, 0.0140677
91, 72.1199, 0.0138658
92, 72.35157, 0.0138214
93, 71.8365, 0.0139205
94, 71.62862, 0.0139609
95, 71.01668, 0.0140812
96, 72.14747, 0.0138605
97, 71.92226, 0.0139039
98, 70.69986, 0.0141443
99, 72.43595, 0.0138053
100, 71.69846, 0.0139473
101, 71.31752, 0.0140218
102, 72.5742, 0.013779
103, 70.49303, 0.0141858
104, 72.52631, 0.0137881
105, 72.12302, 0.0138652
106, 70.98844, 0.0140868
107, 72.26948, 0.0138371
108, 71.28194, 0.0140288
109, 72.25172, 0.0138405
110, 71.57838, 0.0139707
111, 71.63786, 0.0139591
112, 71.49189, 0.0139876
113, 71.88453, 0.0139112
114, 70.93456, 0.0140975
115, 72.84595, 0.0137276
116, 71.08785, 0.0140671
117, 71.84734, 0.0139184
118, 71.39236, 0.0140071
119, 71.82979, 0.0139218
120, 71.23167, 0.0140387
121, 71.86076, 0.0139158
122, 72.21207, 0.0138481
123, 70.86369, 0.0141116
124, 71.17336, 0.0140502
125, 72.80511, 0.0137353
126, 70.50645, 0.0141831
127, 70.97081, 0.0140903
128, 39.92654, 0.025046
129, 59.5355, 0.0167967
130, 70.53828, 0.0141767
131, 71.45818, 0.0139942
132, 69.52894, 0.0143825
133, 41.22589, 0.0242566
134, 61.93369, 0.0161463
135, 69.69515, 0.0143482
136, 73.11598, 0.0136769
137, 72.14122, 0.0138617
138, 71.34907, 0.0140156
139, 71.84528, 0.0139188
140, 71.82308, 0.0139231
141, 71.37402, 0.0140107
142, 71.93003, 0.0139024
143, 71.62759, 0.0139611
144, 72.21364, 0.0138478
145, 70.98895, 0.0140867
146, 72.6111, 0.013772
147, 71.27329, 0.0140305
148, 70.90991, 0.0141024
149, 72.60846, 0.0137725
150, 69.26455, 0.0144374
151, 71.2982, 0.0140256
152, 71.41021, 0.0140036
153, 69.8812, 0.01431
154, 73.70446, 0.0135677
155, 71.61169, 0.0139642
156, 72.39504, 0.0138131
157, 69.96089, 0.0142937
158, 74.09054, 0.013497
159, 68.31161, 0.0146388
160, 73.19948, 0.0136613
161, 71.44847, 0.0139961
162, 72.25381, 0.0138401
163, 61.35045, 0.0162998
164, 38.28411, 0.0261205
165, 60.50522, 0.0165275
166, 96.03196, 0.0104132
167, 71.29718, 0.0140258
168, 72.06272, 0.0138768
169, 65.29333, 0.0153155
170, 79.17092, 0.0126309
171, 71.09948, 0.0140648
172, 72.45642, 0.0138014
173, 71.34703, 0.014016
174, 70.58358, 0.0141676
175, 73.7338, 0.0135623
176, 73.98803, 0.0135157
177, 39.51616, 0.0253061
178, 61.07318, 0.0163738
179, 71.81174, 0.0139253
180, 71.14096, 0.0140566
181, 72.42231, 0.0138079
182, 71.70772, 0.0139455
183, 70.83508, 0.0141173
184, 72.14122, 0.0138617
185, 72.20842, 0.0138488
186, 71.46686, 0.0139925
187, 72.25225, 0.0138404
188, 71.86851, 0.0139143
189, 71.2129, 0.0140424
190, 71.9052, 0.0139072
191, 71.12477, 0.0140598
192, 72.59581, 0.0137749
193, 71.69332, 0.0139483
194, 71.84631, 0.0139186
195, 70.25777, 0.0142333
196, 73.51914, 0.0136019
197, 71.82825, 0.0139221
198, 71.46635, 0.0139926
199, 71.49956, 0.0139861
200, 71.98906, 0.013891
201, 71.81226, 0.0139252
202, 71.93572, 0.0139013
203, 71.49087, 0.0139878
204, 72.19956, 0.0138505
205, 71.37249, 0.014011
206, 71.41429, 0.0140028
207, 72.08194, 0.0138731
208, 71.8334, 0.0139211
209, 72.12093, 0.0138656
210, 70.91796, 0.0141008
211, 72.50527, 0.0137921
212, 71.90882, 0.0139065
213, 70.71336, 0.0141416
214, 72.63852, 0.0137668
215, 71.32922, 0.0140195
216, 71.48678, 0.0139886
217, 72.56104, 0.0137815
218, 71.44184, 0.0139974
219, 71.24334, 0.0140364
220, 72.23607, 0.0138435
221, 71.74888, 0.0139375
222, 72.1381, 0.0138623
223, 71.55276, 0.0139757
224, 71.5456, 0.0139771
225, 70.45032, 0.0141944
226, 72.32174, 0.0138271
227, 73.10476, 0.013679
228, 71.56249, 0.0139738
229, 71.55994, 0.0139743
230, 71.49649, 0.0139867
231, 71.92537, 0.0139033
232, 71.99943, 0.013889
233, 71.48831, 0.0139883
234, 72.14851, 0.0138603
235, 70.80448, 0.0141234
236, 72.51211, 0.0137908
237, 68.53915, 0.0145902
238, 75.26663, 0.0132861
239, 71.81432, 0.0139248
240, 71.57223, 0.0139719
241, 71.50365, 0.0139853
242, 71.61477, 0.0139636
243, 71.19312, 0.0140463
244, 73.15824, 0.013669
245, 70.99903, 0.0140847
246, 71.26619, 0.0140319
247, 72.23607, 0.0138435
248, 72.02898, 0.0138833
249, 71.35976, 0.0140135
250, 72.10117, 0.0138694
251, 71.9818, 0.0138924
252, 71.59888, 0.0139667
253, 70.83006, 0.0141183
254, 72.76325, 0.0137432
255, 71.07775, 0.0140691
256, 71.80091, 0.0139274
257, 71.37351, 0.0140108
258, 72.44644, 0.0138033
259, 71.82825, 0.0139221
260, 71.10656, 0.0140634
261, 71.30023, 0.0140252
262, 73.45002, 0.0136147
263, 70.33536, 0.0142176
264, 72.95914, 0.0137063
265, 71.00911, 0.0140827
266, 72.44959, 0.0138027
267, 71.30786, 0.0140237
268, 71.13438, 0.0140579
269, 73.02362, 0.0136942
270, 69.45988, 0.0143968
271, 73.16252, 0.0136682
272, 72.90383, 0.0137167
273, 67.14203, 0.0148938
274, 69.81876, 0.0143228
275, 73.54293, 0.0135975
276, 72.85974, 0.013725
277, 71.46635, 0.0139926
278, 70.52137, 0.0141801
279, 72.99057, 0.0137004
280, 67.46, 0.0148236
281, 78.125, 0.0128
282, 69.38759, 0.0144118
283, 73.31647, 0.0136395
284, 71.82618, 0.0139225
285, 69.45071, 0.0143987
286, 72.4811, 0.0137967
287, 73.42522, 0.0136193
288, 70.65041, 0.0141542
289, 73.67568, 0.013573
290, 71.4781, 0.0139903
291, 73.80183, 0.0135498
292, 72.30292, 0.0138307
293, 71.69435, 0.0139481
294, 72.0404, 0.0138811
295, 68.06471, 0.0146919
296, 75.33524, 0.013274
297, 73.42198, 0.0136199
298, 65.60862, 0.0152419
299, 77.55966, 0.0128933
300, 72.65541, 0.0137636
301, 71.20326, 0.0140443
302, 71.00407, 0.0140837
303, 72.41549, 0.0138092
304, 70.01527, 0.0142826
305, 74.35884, 0.0134483
306, 72.80511, 0.0137353
307, 71.89641, 0.0139089
308, 70.97031, 0.0140904
309, 72.86134, 0.0137247
310, 71.85818, 0.0139163
311, 70.59554, 0.0141652
312, 72.24337, 0.0138421
313, 71.86748, 0.0139145
314, 70.5801, 0.0141683
315, 72.93946, 0.01371
316, 71.67585, 0.0139517
317, 71.55994, 0.0139743
318, 72.31808, 0.0138278
319, 70.92098, 0.0141002
320, 72.02743, 0.0138836
321, 71.99735, 0.0138894
322, 71.58504, 0.0139694
323, 71.63324, 0.01396
324, 72.46639, 0.0137995
325, 70.15427, 0.0142543
326, 73.22949, 0.0136557
327, 71.98543, 0.0138917
328, 70.16904, 0.0142513
329, 73.34444, 0.0136343
330, 72.19382, 0.0138516
331, 71.03686, 0.0140772
332, 72.34425, 0.0138228
333, 69.92323, 0.0143014
334, 72.01083, 0.0138868
335, 73.27994, 0.0136463
336, 71.28854, 0.0140275
337, 72.51158, 0.0137909
338, 71.9295, 0.0139025
339, 71.69795, 0.0139474
340, 71.08887, 0.0140669
341, 72.39557, 0.013813
342, 72.27679, 0.0138357
343, 71.4735, 0.0139912
344, 71.51592, 0.0139829
345, 68.69028, 0.0145581
346, 70.98441, 0.0140876
347, 72.12249, 0.0138653
348, 71.56403, 0.0139735
349, 72.55157, 0.0137833
350, 74.17627, 0.0134814
351, 73.39988, 0.013624
352, 70.44833, 0.0141948
353, 69.69273, 0.0143487
354, 71.37249, 0.014011
355, 71.92226, 0.0139039
356, 71.38982, 0.0140076
357, 74.97151, 0.0133384
358, 68.61017, 0.0145751
359, 74.33176, 0.0134532
360, 69.24536, 0.0144414
361, 71.63324, 0.01396
362, 71.76021, 0.0139353
363, 70.45231, 0.014194
364, 72.07363, 0.0138747
365, 73.54996, 0.0135962
366, 72.17506, 0.0138552
367, 69.44251, 0.0144004
368, 74.54731, 0.0134143
369, 70.02556, 0.0142805
370, 71.78493, 0.0139305
371, 71.71852, 0.0139434
372, 72.97033, 0.0137042
373, 70.99651, 0.0140852
374, 72.07986, 0.0138735
375, 71.81947, 0.0139238
376, 68.41115, 0.0146175
377, 74.53954, 0.0134157
378, 74.21701, 0.013474
379, 70.71285, 0.0141417
380, 71.15057, 0.0140547
381, 74.35884, 0.0134483
382, 71.85043, 0.0139178
383, 74.41418, 0.0134383
384, 72.63219, 0.013768
385, 70.73286, 0.0141377
386, 72.23346, 0.013844
387, 70.82755, 0.0141188
388, 72.48636, 0.0137957
389, 70.55022, 0.0141743
