Frame, FPS, Frame Time
1, 50, 0.02
2, 50, 0.02
3, 3, 0.3333333
4, 6.891291, 0.1451107
5, 46.5751, 0.0214707
6, 92.30883, 0.0108332
7, 72.48688, 0.0137956
8, 71.23471, 0.0140381
9, 72.92457, 0.0137128
10, 72.22302, 0.013846
11, 71.33278, 0.0140188
12, 70.64392, 0.0141555
13, 72.94851, 0.0137083
14, 72.02743, 0.0138836
15, 72.80882, 0.0137346
16, 71.19464, 0.014046
17, 71.79782, 0.013928
18, 71.56762, 0.0139728
19, 72.30031, 0.0138312
20, 71.40766, 0.0140041
21, 71.77308, 0.0139328
22, 71.75145, 0.013937
23, 71.69846, 0.0139473
24, 71.59888, 0.0139667
25, 72.56631, 0.0137805
26, 72.14851, 0.0138603
27, 71.46124, 0.0139936
28, 71.78751, 0.01393
29, 24.05396, 0.0415732
30, 70.7634, 0.0141316
31, 71.92072, 0.0139042
32, 72.04922, 0.0138794
33, 71.26923, 0.0140313
34, 73.07004, 0.0136855
35, 71.61375, 0.0139638
36, 72.06272, 0.0138768
37, 70.96729, 0.014091
38, 71.82102, 0.0139235
39, 72.37304, 0.0138173
40, 71.59734, 0.013967
41, 72.03054, 0.013883
42, 71.41479, 0.0140027
43, 71.39695, 0.0140062
44, 71.88349, 0.0139114
45, 71.95539, 0.0138975
46, 71.57069, 0.0139722
47, 36.07139, 0.0277228
48, 72.20269, 0.0138499
49, 71.43725, 0.0139983
50, 70.6559, 0.0141531
51, 72.87514, 0.0137221
52, 49.68401, 0.0201272
53, 64.02213, 0.0156196
54, 12.05431, 0.0829579
55, 70.15427, 0.0142543
56, 77.79377, 0.0128545
57, 53.3231, 0.0187536
58, 46.72351, 0.0214025
59, 68.49127, 0.0146004
60, 17.80145, 0.0561752
61, 68.01657, 0.0147023
62, 71.45562, 0.0139947
63, 69.79341, 0.014328
64, 70.28642, 0.0142275
65, 70.68387, 0.0141475
66, 73.85579, 0.0135399
67, 71.50263, 0.0139855
68, 70.68237, 0.0141478
69, 73.08873, 0.013682
70, 70.57014, 0.0141703
71, 71.63221, 0.0139602
72, 70.64941, 0.0141544
73, 71.60657, 0.0139652
74, 73.68708, 0.0135709
75, 70.95319, 0.0140938
76, 70.14147, 0.0142569
77, 73.28853, 0.0136447
78, 71.51286, 0.0139835
79, 71.73602, 0.01394
80, 71.24791, 0.0140355
81, 69.61122, 0.0143655
82, 72.91447, 0.0137147
83, 36.80923, 0.0271671
84, 71.19059, 0.0140468
85, 71.5999, 0.0139665
86, 70.68636, 0.014147
87, 71.73447, 0.0139403
88, 72.55262, 0.0137831
89, 71.69846, 0.0139473
90, 70.72236, 0.0141398
91, 70.44982, 0.0141945
